Incident_Id,Bias,Cluster
143873,Anti-Physical Disability,Disability
143874,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
147723,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
147724,Anti-Gay (Male),Sexual Orientation
147725,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
147726,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
147727,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
143875,Anti-Hispanic or Latino,Racial or Ethnicity
143876,Anti-Hispanic or Latino,Racial or Ethnicity
147728,Anti-Black or African American,Racial or Ethnicity
147729,Anti-Mental Disability,Disability
147730,Anti-White,Racial or Ethnicity
147731,Anti-Hispanic or Latino,Racial or Ethnicity
143893,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
147743,Anti-Black or African American,Racial or Ethnicity
147744,Anti-Black or African American,Racial or Ethnicity
143894,Anti-Black or African American,Racial or Ethnicity
143895,Anti-Black or African American,Racial or Ethnicity
147745,Anti-Hispanic or Latino,Racial or Ethnicity
147746,Anti-Hispanic or Latino,Racial or Ethnicity
143896,Anti-Hispanic or Latino,Racial or Ethnicity
147747,Anti-Protestant,Religion or Belief
147748,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
147749,Anti-Other Religion,Religion or Belief
143897,Anti-Gay (Male),Sexual Orientation
147750,Anti-Black or African American,Racial or Ethnicity
143898,Anti-Black or African American,Racial or Ethnicity
143888,Anti-Jewish,Religion or Belief
147737,Anti-Jewish,Religion or Belief
143889,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
147738,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
147739,Anti-Jewish,Religion or Belief
143890,Anti-Hispanic or Latino,Racial or Ethnicity
143891,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
143892,Anti-Black or African American,Racial or Ethnicity
147740,Anti-Black or African American,Racial or Ethnicity
147741,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
147742,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
143899,Anti-Black or African American,Racial or Ethnicity
147751,Anti-Catholic,Religion or Belief
147752,Anti-Black or African American,Racial or Ethnicity
147753,Anti-Lesbian (Female),Sexual Orientation
143900,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
143901,Anti-Gay (Male),Sexual Orientation
143902,"Anti-Multiple Religions, Group",Religion or Belief
143903,Anti-Lesbian (Female),Sexual Orientation
143904,Anti-Black or African American,Racial or Ethnicity
147754,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
147755,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
147756,Anti-Black or African American,Racial or Ethnicity
147757,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
147758,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
147759,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
143905,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
143906,Anti-Hispanic or Latino,Racial or Ethnicity
143907,Anti-White,Racial or Ethnicity
143908,Anti-Hispanic or Latino,Racial or Ethnicity
143909,Anti-Hispanic or Latino,Racial or Ethnicity
143910,Anti-White,Racial or Ethnicity
143911,Anti-Jewish,Religion or Belief
143912,Anti-Other Religion,Religion or Belief
143913,Anti-Jewish,Religion or Belief
143914,Anti-Black or African American,Racial or Ethnicity
143915,Anti-Catholic,Religion or Belief
143916,Anti-Black or African American,Racial or Ethnicity
143917,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
143918,Anti-Hispanic or Latino,Racial or Ethnicity
143919,Anti-Black or African American,Racial or Ethnicity
143920,Anti-White,Racial or Ethnicity
143921,Anti-Black or African American,Racial or Ethnicity
143922,Anti-White,Racial or Ethnicity
143923,Anti-Black or African American,Racial or Ethnicity
143924,Anti-Gay (Male),Sexual Orientation
143925,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
143926,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
143927,Anti-White,Racial or Ethnicity
143928,Anti-Hispanic or Latino,Racial or Ethnicity
143929,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
143930,Anti-Black or African American,Racial or Ethnicity
143931,Anti-Hispanic or Latino,Racial or Ethnicity
143932,Anti-Black or African American,Racial or Ethnicity
143933,Anti-Jewish,Religion or Belief
143934,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
143935,Anti-Black or African American,Racial or Ethnicity
143936,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
143937,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
143938,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
143939,Anti-Black or African American,Racial or Ethnicity
143940,Anti-Gay (Male),Sexual Orientation
143941,"Anti-Multiple Races, Group",Racial or Ethnicity
143942,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
143943,Anti-Gay (Male),Sexual Orientation
143944,Anti-Jewish,Religion or Belief
143945,Anti-Black or African American,Racial or Ethnicity
143946,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
143947,Anti-Lesbian (Female),Sexual Orientation
143948,Anti-Bisexual,Sexual Orientation
143949,Anti-Black or African American,Racial or Ethnicity
143950,Anti-Black or African American,Racial or Ethnicity
143951,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
143952,Anti-Black or African American,Racial or Ethnicity
143953,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
143954,Anti-Jewish,Religion or Belief
143955,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
143956,Anti-Lesbian (Female),Sexual Orientation
143957,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
143958,"Anti-Multiple Religions, Group",Religion or Belief
143959,Anti-Black or African American,Racial or Ethnicity
143960,Anti-Jewish,Religion or Belief
143961,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
143962,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
143963,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
143964,Anti-Black or African American,Racial or Ethnicity
143965,Anti-Gay (Male),Sexual Orientation
143966,Anti-White,Racial or Ethnicity
147760,Anti-White,Racial or Ethnicity
147761,Anti-Other Religion,Religion or Belief
147762,Anti-Gay (Male),Sexual Orientation
147763,Anti-Gay (Male),Sexual Orientation
147764,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
147765,Anti-Hispanic or Latino,Racial or Ethnicity
147766,Anti-Jewish,Religion or Belief
147767,Anti-Black or African American,Racial or Ethnicity
147768,Anti-Black or African American,Racial or Ethnicity
147769,Anti-Hispanic or Latino,Racial or Ethnicity
147770,Anti-Protestant,Religion or Belief
147771,Anti-Black or African American,Racial or Ethnicity
147772,Anti-Jewish,Religion or Belief
147773,Anti-Jewish,Religion or Belief
147774,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
147775,Anti-Hispanic or Latino,Racial or Ethnicity
147776,Anti-Other Religion,Religion or Belief
147777,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
147778,Anti-Other Religion,Religion or Belief
147959,Anti-Gay (Male),Sexual Orientation
147960,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
147961,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
147962,Anti-Jewish,Religion or Belief
147963,Anti-Black or African American,Racial or Ethnicity
147964,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
147965,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
147966,Anti-Hispanic or Latino,Racial or Ethnicity
147967,Anti-Jewish,Religion or Belief
147968,Anti-Black or African American,Racial or Ethnicity
147969,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
147970,Anti-Black or African American,Racial or Ethnicity
147971,Anti-Jewish,Religion or Belief
147972,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
147973,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
147974,Anti-Black or African American,Racial or Ethnicity
147975,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
147976,Anti-Hispanic or Latino,Racial or Ethnicity
147977,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
147978,Anti-Hispanic or Latino,Racial or Ethnicity
147979,Anti-Jewish,Religion or Belief
147980,Anti-Black or African American,Racial or Ethnicity
147981,Anti-Black or African American,Racial or Ethnicity
147982,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
147983,Anti-Hispanic or Latino,Racial or Ethnicity
147984,Anti-Black or African American,Racial or Ethnicity
147985,Anti-Black or African American,Racial or Ethnicity
147986,Anti-Gay (Male),Sexual Orientation
147987,Anti-Hispanic or Latino,Racial or Ethnicity
147988,Anti-Hispanic or Latino,Racial or Ethnicity
147989,Anti-Physical Disability,Disability
147990,Anti-Hispanic or Latino,Racial or Ethnicity
147991,Anti-Black or African American,Racial or Ethnicity
147992,Anti-Hispanic or Latino,Racial or Ethnicity
147993,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
147994,Anti-White,Racial or Ethnicity
147995,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
147996,Anti-Hispanic or Latino,Racial or Ethnicity
147997,Anti-Jewish,Religion or Belief
147998,Anti-Black or African American,Racial or Ethnicity
147999,Anti-Black or African American,Racial or Ethnicity
148000,Anti-Jewish,Religion or Belief
148001,Anti-Jewish,Religion or Belief
148002,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
148003,Anti-Jewish,Religion or Belief
148004,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
148005,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
148006,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
148007,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
148008,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
148009,"Anti-Multiple Races, Group",Racial or Ethnicity
148010,Anti-Other Religion,Religion or Belief
148011,Anti-Jewish,Religion or Belief
148012,Anti-Jewish,Religion or Belief
148013,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
148014,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
148015,Anti-Jewish,Religion or Belief
148016,Anti-Catholic,Religion or Belief
143967,Anti-Black or African American,Racial or Ethnicity
143968,Anti-Black or African American,Racial or Ethnicity
148017,Anti-Lesbian (Female),Sexual Orientation
143969,Anti-Black or African American,Racial or Ethnicity
143970,Anti-Hispanic or Latino,Racial or Ethnicity
143971,Anti-Black or African American,Racial or Ethnicity
143972,Anti-Black or African American,Racial or Ethnicity
143973,Anti-Other Religion,Religion or Belief
143974,Anti-Black or African American,Racial or Ethnicity
143975,Anti-Black or African American,Racial or Ethnicity
143976,Anti-Asian,Racial or Ethnicity
143977,Anti-Hispanic or Latino,Racial or Ethnicity
143978,Anti-Black or African American,Racial or Ethnicity
143979,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
143980,Anti-Gay (Male),Sexual Orientation
143981,Anti-Black or African American,Racial or Ethnicity
143982,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
143983,Anti-Gay (Male),Sexual Orientation
143984,Anti-Lesbian (Female),Sexual Orientation
143985,Anti-Lesbian (Female),Sexual Orientation
143986,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
143987,Anti-Black or African American,Racial or Ethnicity
143988,Anti-Black or African American,Racial or Ethnicity
143989,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
143990,Anti-Black or African American,Racial or Ethnicity
143991,Anti-Jewish,Religion or Belief
143992,Anti-Other Religion,Religion or Belief
143993,Anti-Black or African American,Racial or Ethnicity
143994,"Anti-Multiple Races, Group",Racial or Ethnicity
143995,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
143996,Anti-Hispanic or Latino,Racial or Ethnicity
143997,Anti-Hispanic or Latino,Racial or Ethnicity
143998,Anti-Jewish,Religion or Belief
143999,Anti-Black or African American,Racial or Ethnicity
144000,Anti-Jewish,Religion or Belief
144001,Anti-Gay (Male),Sexual Orientation
144002,Anti-Black or African American,Racial or Ethnicity
144003,Anti-Black or African American,Racial or Ethnicity
148018,Anti-Black or African American,Racial or Ethnicity
144004,Anti-Black or African American,Racial or Ethnicity
148019,Anti-Black or African American,Racial or Ethnicity
148020,Anti-Islamic (Muslim),Religion or Belief
144005,Anti-Black or African American,Racial or Ethnicity
144006,Anti-Black or African American,Racial or Ethnicity
148021,Anti-Black or African American,Racial or Ethnicity
148022,Anti-Lesbian (Female),Sexual Orientation
148023,Anti-Gay (Male),Sexual Orientation
144007,Anti-Hispanic or Latino,Racial or Ethnicity
144008,Anti-Jewish,Religion or Belief
148024,Anti-Black or African American,Racial or Ethnicity
144009,Anti-White,Racial or Ethnicity
144010,Anti-Black or African American,Racial or Ethnicity
148025,Anti-White,Racial or Ethnicity
148026,Anti-Hispanic or Latino,Racial or Ethnicity
148027,Anti-Hispanic or Latino,Racial or Ethnicity
148028,Anti-Black or African American,Racial or Ethnicity
148029,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
144011,Anti-Jewish,Religion or Belief
144012,Anti-Islamic (Muslim),Religion or Belief
148030,Anti-Gay (Male),Sexual Orientation
144013,Anti-Islamic (Muslim),Religion or Belief
144014,Anti-Gay (Male),Sexual Orientation
144015,Anti-Gay (Male),Sexual Orientation
144016,Anti-Gay (Male),Sexual Orientation
144017,"Anti-Multiple Races, Group",Racial or Ethnicity
144018,Anti-Hispanic or Latino,Racial or Ethnicity
144019,"Anti-Multiple Races, Group",Racial or Ethnicity
144020,Anti-Black or African American,Racial or Ethnicity
144021,Anti-Jewish,Religion or Belief
144022,Anti-Black or African American,Racial or Ethnicity
144023,Anti-Black or African American,Racial or Ethnicity
148031,Anti-Black or African American,Racial or Ethnicity
148032,Anti-Asian,Racial or Ethnicity
148033,Anti-Asian,Racial or Ethnicity
148034,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
144024,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
144025,Anti-Black or African American,Racial or Ethnicity
148035,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
148036,Anti-Hispanic or Latino,Racial or Ethnicity
144026,Anti-Gay (Male),Sexual Orientation
148037,Anti-Hispanic or Latino,Racial or Ethnicity
148038,Anti-Hispanic or Latino,Racial or Ethnicity
144027,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
148039,Anti-Black or African American,Racial or Ethnicity
148040,Anti-Black or African American,Racial or Ethnicity
144028,Anti-Black or African American,Racial or Ethnicity
148041,Anti-Black or African American,Racial or Ethnicity
144029,Anti-Gay (Male),Sexual Orientation
148042,Anti-Black or African American,Racial or Ethnicity
148043,Anti-Black or African American,Racial or Ethnicity
144030,Anti-Black or African American,Racial or Ethnicity
144031,Anti-Hispanic or Latino,Racial or Ethnicity
148044,Anti-Black or African American,Racial or Ethnicity
148045,Anti-Protestant,Religion or Belief
148046,Anti-Black or African American,Racial or Ethnicity
144032,Anti-Gay (Male),Sexual Orientation
144033,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
148047,Anti-Jewish,Religion or Belief
148048,Anti-Hispanic or Latino,Racial or Ethnicity
144034,Anti-Black or African American,Racial or Ethnicity
